OD600:600

0:18:57,37.0,0.031,0.031,0.031,0.031,0.031,0.031,0.031,0.031,0.037,0.036,0.036,0.036,0.036,0.035,0.036,0.036,0.037,0.036,0.036,0.037,0.035,0.036,0.036,0.036,0.038,0.038,0.037,0.037,0.037,0.037,0.037,0.037,0.037,0.038,0.037,0.037,0.037,0.037,0.038,0.036,0.031,0.031,0.031,0.031,0.031,0.031,0.031,0.031
0:38:57,37.1,0.031,0.031,0.031,0.031,0.031,0.031,0.031,0.031,0.038,0.037,0.037,0.036,0.038,0.036,0.037,0.036,0.038,0.037,0.037,0.037,0.036,0.037,0.036,0.037,0.039,0.038,0.037,0.038,0.038,0.038,0.037,0.037,0.038,0.038,0.037,0.038,0.037,0.038,0.038,0.037,0.031,0.031,0.033,0.031,0.031,0.031,0.031,0.031
0:58:57,37.0,0.031,0.031,0.031,0.031,0.031,0.031,0.031,0.031,0.039,0.038,0.038,0.037,0.039,0.036,0.038,0.037,0.039,0.038,0.038,0.039,0.037,0.038,0.037,0.039,0.040,0.040,0.038,0.038,0.038,0.038,0.037,0.037,0.039,0.039,0.038,0.038,0.038,0.038,0.039,0.037,0.031,0.031,0.032,0.031,0.031,0.031,0.031,0.031
1:18:57,37.1,0.031,0.031,0.031,0.031,0.031,0.031,0.031,0.031,0.040,0.039,0.039,0.038,0.040,0.037,0.039,0.037,0.040,0.040,0.039,0.040,0.037,0.040,0.037,0.040,0.042,0.041,0.039,0.039,0.038,0.038,0.038,0.037,0.041,0.041,0.038,0.039,0.038,0.039,0.039,0.038,0.031,0.031,0.032,0.031,0.031,0.031,0.031,0.031
1:38:57,37.0,0.031,0.031,0.031,0.031,0.031,0.031,0.031,0.031,0.041,0.041,0.041,0.040,0.042,0.038,0.041,0.037,0.041,0.041,0.040,0.042,0.038,0.041,0.038,0.042,0.043,0.042,0.040,0.040,0.039,0.039,0.038,0.038,0.042,0.043,0.039,0.039,0.038,0.040,0.040,0.039,0.031,0.031,0.032,0.032,0.031,0.031,0.031,0.031
1:58:57,37.1,0.031,0.031,0.031,0.031,0.031,0.031,0.031,0.031,0.043,0.042,0.042,0.041,0.043,0.038,0.043,0.038,0.043,0.043,0.041,0.043,0.039,0.043,0.039,0.043,0.046,0.044,0.041,0.041,0.040,0.039,0.039,0.038,0.043,0.045,0.040,0.040,0.039,0.041,0.040,0.040,0.031,0.031,0.032,0.031,0.031,0.031,0.031,0.031
2:18:57,37.1,0.031,0.031,0.031,0.031,0.031,0.031,0.031,0.031,0.045,0.044,0.044,0.042,0.045,0.039,0.045,0.039,0.044,0.044,0.043,0.045,0.040,0.045,0.040,0.045,0.048,0.046,0.042,0.042,0.041,0.040,0.040,0.039,0.045,0.047,0.041,0.041,0.040,0.042,0.041,0.040,0.031,0.031,0.032,0.031,0.031,0.031,0.031,0.031
2:38:57,37.1,0.031,0.031,0.031,0.031,0.031,0.031,0.031,0.031,0.047,0.046,0.046,0.044,0.047,0.039,0.047,0.039,0.047,0.047,0.044,0.048,0.041,0.047,0.041,0.047,0.051,0.048,0.044,0.043,0.042,0.041,0.041,0.039,0.047,0.050,0.042,0.042,0.041,0.043,0.041,0.041,0.031,0.031,0.032,0.031,0.031,0.031,0.031,0.031
2:58:57,37.0,0.031,0.031,0.031,0.031,0.031,0.031,0.031,0.031,0.050,0.048,0.049,0.046,0.050,0.040,0.050,0.040,0.049,0.050,0.046,0.051,0.043,0.050,0.042,0.050,0.055,0.051,0.045,0.044,0.043,0.042,0.042,0.040,0.050,0.053,0.043,0.044,0.042,0.044,0.042,0.042,0.031,0.031,0.032,0.032,0.031,0.031,0.031,0.031
3:18:57,37.1,0.031,0.031,0.031,0.031,0.031,0.031,0.031,0.031,0.053,0.051,0.052,0.047,0.053,0.041,0.052,0.040,0.052,0.053,0.048,0.054,0.044,0.053,0.043,0.052,0.059,0.054,0.047,0.045,0.044,0.042,0.043,0.040,0.054,0.057,0.043,0.045,0.043,0.045,0.044,0.043,0.031,0.031,0.032,0.031,0.031,0.031,0.031,0.031
